"timestamp","inputBitrate","demuxBitrate","demuxCorrupted","demuxDiscontinuity","sendBitrate","framesDisplayed","playedAudioBuffers","decodedVideo","decodedAudio","framesDisplayedAux","playedAudioBuffersAux","decodedVideoAux","decodedAudioAux","framesDisplayedCalc","playedAudioBuffersCalc","decodedVideoCalc","decodedAudioCalc"
1619114600,0,0,0,0,0,617,1171,1326,2344,593,1136,1278,2274,24,35,48,70
1619114601,0,0,0,0,0,649,1217,1390,2436,617,1171,1326,2344,32,46,64,92
1619114602,0,0,0,0,0,680,1262,1452,2526,649,1217,1390,2436,31,45,62,90
1619114603,0,0,0,0,0,712,1308,1516,2618,680,1262,1452,2526,32,46,64,92
1619114604,0,0,0,0,0,737,1343,1566,2688,712,1308,1516,2618,25,35,50,70
1619114605,0,0,0,0,0,769,1389,1630,2780,737,1343,1566,2688,32,46,64,92
1619114606,0,0,0,0,0,801,1435,1694,2872,769,1389,1630,2780,32,46,64,92
1619114607,0,0,0,0,0,833,1481,1758,2964,801,1435,1694,2872,32,46,64,92
1619114608,0,0,0,0,0,857,1515,1806,3032,833,1481,1758,2964,24,34,48,68
1619114609,0,0,0,0,0,889,1561,1870,3124,857,1515,1806,3032,32,46,64,92
1619114610,0,0,0,0,0,921,1607,1934,3216,889,1561,1870,3124,32,46,64,92
1619114611,0,0,0,0,0,953,1653,1998,3308,921,1607,1934,3216,32,46,64,92
1619114612,0,0,0,0,0,976,1687,2044,3376,953,1653,1998,3308,23,34,46,68
1619114613,0,0,0,0,0,1009,1733,2110,3468,976,1687,2044,3376,33,46,66,92
1619114614,0,0,0,0,0,1041,1779,2174,3560,1009,1733,2110,3468,32,46,64,92
1619114615,0,0,0,0,0,1073,1825,2238,3652,1041,1779,2174,3560,32,46,64,92
1619114616,0,0,0,0,0,1097,1860,2286,3722,1073,1825,2238,3652,24,35,48,70
1619114617,0,0,0,0,0,1128,1906,2348,3814,1097,1860,2286,3722,31,46,62,92
1619114618,0,0,0,0,0,1161,1953,2414,3908,1128,1906,2348,3814,33,47,66,94
1619114619,0,0,0,0,0,1192,1997,2476,3996,1161,1953,2414,3908,31,44,62,88
1619114620,0,0,0,0,0,1217,2032,2526,4066,1192,1997,2476,3996,25,35,50,70
1619114621,0,1,0,0,0,1249,2078,2590,4158,1217,2032,2526,4066,32,46,64,92
1619114622,0,0,0,0,0,1281,2124,2654,4250,1249,2078,2590,4158,32,46,64,92
1619114623,0,0,0,0,0,1313,2170,2718,4342,1281,2124,2654,4250,32,46,64,92
1619114624,0,0,0,0,0,1337,2204,2766,4410,1313,2170,2718,4342,24,34,48,68
1619114625,0,0,0,0,0,1369,2250,2830,4502,1337,2204,2766,4410,32,46,64,92
1619114626,0,0,0,0,0,1401,2296,2894,4594,1369,2250,2830,4502,32,46,64,92
1619114627,0,0,0,0,0,1433,2342,2958,4686,1401,2296,2894,4594,32,46,64,92
1619114628,0,0,0,0,0,1457,2376,3006,4754,1433,2342,2958,4686,24,34,48,68
1619114629,0,0,0,0,0,1488,2422,3068,4846,1457,2376,3006,4754,31,46,62,92
1619114630,0,0,0,0,0,1520,2468,3132,4938,1488,2422,3068,4846,32,46,64,92
1619114631,0,0,0,0,0,1553,2514,3198,5030,1520,2468,3132,4938,33,46,66,92
1619114632,0,1,0,0,0,1576,2549,3244,5100,1553,2514,3198,5030,23,35,46,70
1619114633,0,0,0,0,0,1608,2595,3308,5192,1576,2549,3244,5100,32,46,64,92
1619114634,0,1,0,0,0,1641,2641,3374,5284,1608,2595,3308,5192,33,46,66,92
1619114635,0,0,0,0,0,1673,2687,3438,5376,1641,2641,3374,5284,32,46,64,92
1619114636,0,0,0,0,0,1697,2721,3486,5444,1673,2687,3438,5376,24,34,48,68
1619114637,0,0,0,0,0,1732,2771,3556,5544,1697,2721,3486,5444,35,50,70,100
1619114638,0,0,0,0,0,1756,2806,3604,5614,1732,2771,3556,5544,24,35,48,70
1619114639,0,1,0,0,0,1788,2852,3668,5706,1756,2806,3604,5614,32,46,64,92
1619114640,0,0,0,0,0,1820,2898,3732,5798,1788,2852,3668,5706,32,46,64,92
1619114641,0,0,0,0,0,1850,2944,3794,5890,1820,2898,3732,5798,30,46,62,92
1619114642,0,0,0,0,0,1875,2978,3844,5958,1850,2944,3794,5890,25,34,50,68
1619114643,0,0,0,0,0,1907,3024,3908,6050,1875,2978,3844,5958,32,46,64,92
1619114644,0,0,0,0,0,1939,3070,3972,6142,1907,3024,3908,6050,32,46,64,92
1619114645,0,0,0,0,0,1971,3116,4036,6234,1939,3070,3972,6142,32,46,64,92
1619114646,0,0,0,0,0,1995,3150,4084,6302,1971,3116,4036,6234,24,34,48,68
1619114647,0,0,0,0,0,2030,3195,4154,6392,1995,3150,4084,6302,35,45,70,90
1619114648,0,0,0,0,0,2055,3232,4204,6466,2030,3195,4154,6392,25,37,50,74
1619114649,0,0,0,0,0,2091,3288,4276,6578,2055,3232,4204,6466,36,56,72,112
1619114650,0,0,0,0,0,2115,3323,4324,6648,2091,3288,4276,6578,24,35,48,70
1619114651,0,0,0,0,0,2146,3368,4386,6738,2115,3323,4324,6648,31,45,62,90
1619114652,0,0,0,0,0,2179,3414,4452,6830,2146,3368,4386,6738,33,46,66,92
1619114653,0,0,0,0,0,2201,3442,4496,6886,2179,3414,4452,6830,22,28,44,56
1619114654,0,0,0,0,0,2237,3498,4568,6998,2201,3442,4496,6886,36,56,72,112
1619114655,0,0,0,0,0,2269,3544,4632,7090,2237,3498,4568,6998,32,46,64,92
1619114656,0,0,0,0,0,2301,3590,4696,7182,2269,3544,4632,7090,32,46,64,92
1619114657,0,0,0,0,0,2324,3625,4742,7252,2301,3590,4696,7182,23,35,46,70
1619114658,0,0,0,0,0,2357,3670,4808,7342,2324,3625,4742,7252,33,45,66,90
1619114659,0,0,0,0,0,2388,3716,4870,7434,2357,3670,4808,7342,31,46,62,92
1619114663,0,0,0,0,0,2403,3730,4900,7462,2388,3716,4870,7434,15,14,30,28
1619114664,0,0,0,0,0,2479,3795,4983,7592,2403,3730,4900,7462,76,65,83,130
1619114665,0,1,0,0,0,2515,3853,5055,7708,2479,3795,4983,7592,36,58,72,116
1619114666,0,0,0,0,0,2540,3887,5105,7776,2515,3853,5055,7708,25,34,50,68
1619114667,0,0,0,0,0,2572,3933,5169,7868,2540,3887,5105,7776,32,46,64,92
1619114668,0,0,0,0,0,2600,3973,5225,7948,2572,3933,5169,7868,28,40,56,80
1619114669,0,0,0,0,0,2632,4019,5289,8040,2600,3973,5225,7948,32,46,64,92
1619114670,0,0,0,0,0,2664,4065,5353,8132,2632,4019,5289,8040,32,46,64,92
1619114671,0,0,0,0,0,2696,4111,5417,8224,2664,4065,5353,8132,32,46,64,92
1619114672,0,0,0,0,0,2727,4156,5479,8314,2696,4111,5417,8224,31,45,62,90
1619114673,0,0,0,0,0,2751,4190,5527,8382,2727,4156,5479,8314,24,34,48,68
1619114674,0,0,0,0,0,2783,4236,5591,8474,2751,4190,5527,8382,32,46,64,92
1619114675,0,0,0,0,0,2815,4282,5655,8566,2783,4236,5591,8474,32,46,64,92
1619114676,0,1,0,0,0,2847,4328,5719,8658,2815,4282,5655,8566,32,46,64,92
1619114677,0,0,0,0,0,2871,4362,5767,8726,2847,4328,5719,8658,24,34,48,68
1619114678,0,0,0,0,0,2903,4408,5831,8818,2871,4362,5767,8726,32,46,64,92
1619114679,0,1,0,0,0,2936,4451,5897,8904,2903,4408,5831,8818,33,43,66,86
1619114680,0,0,0,0,0,2964,4496,5953,8994,2936,4451,5897,8904,28,45,56,90
1619114681,0,0,0,0,0,2994,4539,6013,9080,2964,4496,5953,8994,30,43,60,86
1619114682,0,0,0,0,0,3026,4585,6077,9172,2994,4539,6013,9080,32,46,64,92
1619114683,0,0,0,0,0,3050,4619,6125,9240,3026,4585,6077,9172,24,34,48,68
1619114684,0,0,0,0,0,3082,4665,6189,9332,3050,4619,6125,9240,32,46,64,92
1619114685,0,0,0,0,0,3114,4711,6253,9424,3082,4665,6189,9332,32,46,64,92
1619114686,0,0,0,0,0,3144,4757,6313,9516,3114,4711,6253,9424,30,46,60,92
1619114687,0,0,0,0,0,3168,4792,6363,9586,3144,4757,6313,9516,24,35,50,70
1619114688,0,0,0,0,0,3205,4845,6439,9692,3168,4792,6363,9586,37,53,76,106
1619114689,0,0,0,0,0,3229,4879,6487,9760,3205,4845,6439,9692,24,34,48,68
1619114690,0,0,0,0,0,3260,4925,6549,9852,3229,4879,6487,9760,31,46,62,92
1619114691,0,0,0,0,0,3293,4971,6615,9944,3260,4925,6549,9852,33,46,66,92
1619114692,0,0,0,0,0,3321,5011,6671,10024,3293,4971,6615,9944,28,40,56,80
1619114693,0,1,0,0,0,3353,5057,6735,10116,3321,5011,6671,10024,32,46,64,92
1619114694,0,0,0,0,0,3385,5103,6799,10208,3353,5057,6735,10116,32,46,64,92
1619114695,0,0,0,0,0,3407,5137,6843,10276,3385,5103,6799,10208,22,34,44,68
1619114696,0,0,0,0,0,3426,5183,6909,10368,3407,5137,6843,10276,19,46,66,92
1619114697,0,0,0,0,0,3453,5222,6963,10446,3426,5183,6909,10368,27,39,54,78
1619114698,0,0,0,0,0,3486,5268,7029,10538,3453,5222,6963,10446,33,46,66,92
1619114699,0,0,0,0,0,3517,5314,7091,10630,3486,5268,7029,10538,31,46,62,92
1619114700,0,0,0,0,0,3536,5359,7146,10721,3517,5314,7091,10630,19,45,55,91
1619114701,0,0,0,0,0,3544,5393,7184,10789,3536,5359,7146,10721,8,34,38,68
1619114702,0,0,0,0,0,3573,5445,7242,10893,3544,5393,7184,10789,29,52,58,104
1619114703,0,0,0,0,0,3593,5481,7282,10965,3573,5445,7242,10893,20,36,40,72
1619114704,0,0,0,0,0,3619,5526,7334,11056,3593,5481,7282,10965,26,45,52,91
1619114705,0,0,0,0,0,3643,5571,7382,11146,3619,5526,7334,11056,24,45,48,90
1619114706,0,0,0,0,0,3669,5616,7434,11236,3643,5571,7382,11146,26,45,52,90
1619114707,0,0,0,0,0,3687,5650,7470,11304,3669,5616,7434,11236,18,34,36,68
1619114708,0,0,0,0,0,3712,5694,7522,11393,3687,5650,7470,11304,25,44,52,89
1619114709,0,0,0,0,0,3737,5739,7572,11483,3712,5694,7522,11393,25,45,50,90
1619114710,0,0,0,0,0,3762,5784,7622,11573,3737,5739,7572,11483,25,45,50,90
1619114711,0,0,0,0,0,3789,5832,7674,11669,3762,5784,7622,11573,27,48,52,96
1619114712,0,0,0,0,0,3801,5866,7702,11737,3789,5832,7674,11669,12,34,28,68
1619114713,0,0,0,0,0,3811,5913,7741,11831,3801,5866,7702,11737,10,47,39,94
1619114714,0,0,0,0,0,3831,5961,7781,11927,3811,5913,7741,11831,20,48,40,96
1619114715,0,0,0,0,0,3846,5997,7811,11999,3831,5961,7781,11927,15,36,30,72
1619114716,0,0,0,0,0,3866,6045,7851,12095,3846,5997,7811,11999,20,48,40,96
1619114717,0,0,0,0,0,3881,6081,7881,12167,3866,6045,7851,12095,15,36,30,72
1619114718,0,0,0,0,0,3901,6129,7921,12263,3881,6081,7881,12167,20,48,40,96
1619114719,0,0,0,0,0,3922,6177,7963,12359,3901,6129,7921,12263,21,48,42,96
1619114720,0,0,0,0,0,3931,6210,7988,12426,3922,6177,7963,12359,9,33,25,67
1619114721,0,0,0,0,0,3941,6256,8040,12518,3931,6210,7988,12426,10,46,52,92
1619114722,0,0,0,0,0,3966,6301,8088,12608,3941,6256,8040,12518,25,45,48,90
1619114723,0,0,0,0,0,3986,6337,8128,12680,3966,6301,8088,12608,20,36,40,72
1619114724,0,0,0,0,0,4012,6381,8180,12769,3986,6337,8128,12680,26,44,52,89
1619114725,0,0,0,0,0,4038,6428,8232,12863,4012,6381,8180,12769,26,47,52,94
1619114726,0,0,0,0,0,4064,6474,8284,12955,4038,6428,8232,12863,26,46,52,92
1619114727,0,0,0,0,0,4088,6519,8332,13045,4064,6474,8284,12955,24,45,48,90
1619114728,0,0,0,0,0,4102,6553,8360,13113,4088,6519,8332,13045,14,34,28,68
1619114729,0,0,0,0,0,4111,6601,8399,13209,4102,6553,8360,13113,9,48,39,96
1619114730,0,0,0,0,0,4131,6648,8439,13303,4111,6601,8399,13209,20,47,40,94
1619114731,0,0,0,0,0,4146,6684,8469,13375,4131,6648,8439,13303,15,36,30,72
1619114732,0,0,0,0,0,4166,6731,8509,13470,4146,6684,8469,13375,20,47,40,95
1619114733,0,0,0,0,0,4181,6767,8539,13542,4166,6731,8509,13470,15,36,30,72
1619114734,0,0,0,0,0,4201,6815,8579,13638,4181,6767,8539,13542,20,48,40,96
1619114735,0,0,0,0,0,4221,6863,8619,13734,4201,6815,8579,13638,20,48,40,96
1619114736,0,0,0,0,0,4231,6897,8646,13802,4221,6863,8619,13734,10,34,27,68
1619114737,0,0,0,0,0,4241,6942,8696,13892,4231,6897,8646,13802,10,45,50,90
1619114738,0,0,0,0,0,4268,6988,8748,13984,4241,6942,8696,13892,27,46,52,92
1619114739,0,0,0,0,0,4292,7033,8796,14074,4268,6988,8748,13984,24,45,48,90
1619114740,0,0,0,0,0,4306,7078,8833,14164,4292,7033,8796,14074,14,45,37,90
1619114741,0,0,0,0,0,4314,7114,8863,14236,4306,7078,8833,14164,8,36,30,72
1619114742,0,0,0,0,0,4334,7162,8903,14332,4314,7114,8863,14236,20,48,40,96
1619114743,0,0,0,0,0,4349,7198,8933,14404,4334,7162,8903,14332,15,36,30,72
1619114744,0,0,0,0,0,4363,7245,8972,14498,4349,7198,8933,14404,14,47,39,94
1619114745,0,0,0,0,0,4375,7292,9024,14592,4363,7245,8972,14498,12,47,52,94
1619114746,0,0,0,0,0,4393,7326,9062,14660,4375,7292,9024,14592,18,34,38,68
1619114747,0,0,0,0,0,4420,7372,9114,14752,4393,7326,9062,14660,27,46,52,92
1619114748,0,0,0,0,0,4437,7418,9151,14844,4420,7372,9114,14752,17,46,37,92
1619114749,0,0,0,0,0,4449,7466,9191,14940,4437,7418,9151,14844,12,48,40,96
1619114750,0,0,0,0,0,4464,7502,9221,15012,4449,7466,9191,14940,15,36,30,72
1619114751,0,0,0,0,0,4484,7549,9261,15106,4464,7502,9221,15012,20,47,40,94
1619114752,0,0,0,0,0,4499,7585,9291,15178,4484,7549,9261,15106,15,36,30,72
1619114753,0,0,0,0,0,4519,7633,9331,15274,4499,7585,9291,15178,20,48,40,96
1619114754,0,0,0,0,0,4539,7681,9371,15370,4519,7633,9331,15274,20,48,40,96
1619114755,0,0,0,0,0,4554,7717,9401,15442,4539,7681,9371,15370,15,36,30,72
1619114756,0,0,0,0,0,4574,7764,9441,15537,4554,7717,9401,15442,20,47,40,95
1619114757,0,0,0,0,0,4589,7800,9471,15609,4574,7764,9441,15537,15,36,30,72
1619114758,0,0,0,0,0,4609,7847,9511,15703,4589,7800,9471,15609,20,47,40,94
1619114759,0,0,0,0,0,4629,7895,9551,15799,4609,7847,9511,15703,20,48,40,96
1619114760,0,0,0,0,0,4644,7930,9581,15870,4629,7895,9551,15799,15,35,30,71
1619114761,0,0,0,0,0,4664,7978,9621,15966,4644,7930,9581,15870,20,48,40,96
1619114762,0,0,0,0,0,4679,8014,9651,16038,4664,7978,9621,15966,15,36,30,72
1619114763,0,0,0,0,0,4699,8062,9691,16134,4679,8014,9651,16038,20,48,40,96
1619114764,0,0,0,0,0,4719,8109,9731,16229,4699,8062,9691,16134,20,47,40,95
1619114765,0,0,0,0,0,4734,8145,9761,16301,4719,8109,9731,16229,15,36,30,72
1619114766,0,0,0,0,0,4754,8192,9801,16395,4734,8145,9761,16301,20,47,40,94
1619114767,0,0,0,0,0,4769,8228,9831,16467,4754,8192,9801,16395,15,36,30,72
1619114768,0,0,0,0,0,4783,8275,9870,16562,4769,8228,9831,16467,14,47,39,95
1619114769,0,0,0,0,0,4795,8321,9920,16654,4783,8275,9870,16562,12,46,50,92
1619114770,0,0,0,0,0,4821,8366,9972,16744,4795,8321,9920,16654,26,45,52,90
1619114771,0,0,0,0,0,4839,8400,10008,16812,4821,8366,9972,16744,18,34,36,68
1619114772,0,0,0,0,0,4865,8445,10060,16902,4839,8400,10008,16812,26,45,52,90
1619114773,0,0,0,0,0,4890,8490,10110,16992,4865,8445,10060,16902,25,45,50,90
1619114774,0,0,0,0,0,4915,8535,10160,17082,4890,8490,10110,16992,25,45,50,90
1619114775,0,0,0,0,0,4940,8580,10210,17172,4915,8535,10160,17082,25,45,50,90
1619114776,0,0,0,0,0,4959,8614,10248,17240,4940,8580,10210,17172,19,34,38,68
1619114777,0,0,0,0,0,4985,8662,10300,17336,4959,8614,10248,17240,26,48,52,96
1619114778,0,0,0,0,0,5010,8707,10352,17426,4985,8662,10300,17336,25,45,52,90
1619114779,0,0,0,0,0,5035,8752,10402,17516,5010,8707,10352,17426,25,45,50,90
1619114780,0,0,0,0,0,5054,8786,10440,17584,5035,8752,10402,17516,19,34,38,68
1619114781,0,0,0,0,0,5081,8833,10492,17678,5054,8786,10440,17584,27,47,52,94
1619114782,0,0,0,0,0,5105,8879,10542,17770,5081,8833,10492,17678,24,46,50,92
1619114783,0,0,0,0,0,5126,8915,10582,17842,5105,8879,10542,17770,21,36,40,72
1619114784,0,0,0,0,0,5152,8962,10634,17936,5126,8915,10582,17842,26,47,52,94
1619114785,0,0,0,0,0,5181,9012,10692,18036,5152,8962,10634,17936,29,50,58,100
1619114786,0,0,0,0,0,5199,9046,10728,18104,5181,9012,10692,18036,18,34,36,68
1619114787,0,0,0,0,0,5225,9091,10780,18194,5199,9046,10728,18104,26,45,52,90
1619114788,0,0,0,0,0,5251,9138,10832,18288,5225,9091,10780,18194,26,47,52,94
1619114789,0,0,0,0,0,5276,9183,10882,18378,5251,9138,10832,18288,25,45,50,90
1619114790,0,0,0,0,0,5295,9217,10920,18446,5276,9183,10882,18378,19,34,38,68
1619114791,0,0,0,0,0,5320,9263,10970,18538,5295,9217,10920,18446,25,46,50,92
1619114792,0,0,0,0,0,5338,9308,11019,18628,5320,9263,10970,18538,18,45,49,90
1619114793,0,0,0,0,0,5352,9354,11077,18720,5338,9308,11019,18628,14,46,58,92
1619114794,0,1,0,0,0,5384,9400,11141,18812,5352,9354,11077,18720,32,46,64,92
1619114795,0,0,0,0,0,5407,9434,11187,18880,5384,9400,11141,18812,23,34,46,68
1619114796,0,0,0,0,0,5440,9480,11253,18972,5407,9434,11187,18880,33,46,66,92
1619114797,0,0,0,0,0,5472,9526,11317,19064,5440,9480,11253,18972,32,46,64,92
1619114798,0,0,0,0,0,5504,9572,11381,19156,5472,9526,11317,19064,32,46,64,92
1619114799,0,0,0,0,0,5528,9606,11429,19224,5504,9572,11381,19156,24,34,48,68
1619114800,0,0,0,0,0,5560,9652,11493,19316,5528,9606,11429,19224,32,46,64,92
1619114801,0,0,0,0,0,5592,9698,11557,19408,5560,9652,11493,19316,32,46,64,92
1619114802,0,0,0,0,0,5624,9744,11621,19500,5592,9698,11557,19408,32,46,64,92
1619114803,0,0,0,0,0,5648,9779,11669,19570,5624,9744,11621,19500,24,35,48,70
1619114804,0,0,0,0,0,5679,9825,11731,19662,5648,9779,11669,19570,31,46,62,92
1619114805,0,0,0,0,0,5712,9871,11797,19754,5679,9825,11731,19662,33,46,66,92
1619114806,0,0,0,0,0,5743,9916,11859,19844,5712,9871,11797,19754,31,45,62,90
1619114807,0,0,0,0,0,5768,9951,11909,19914,5743,9916,11859,19844,25,35,50,70
1619114808,0,0,0,0,0,5800,9997,11973,20006,5768,9951,11909,19914,32,46,64,92
1619114809,0,0,0,0,0,5832,10043,12037,20098,5800,9997,11973,20006,32,46,64,92
1619114810,0,0,0,0,0,5864,10089,12101,20190,5832,10043,12037,20098,32,46,64,92
1619114811,0,0,0,0,0,5887,10123,12147,20258,5864,10089,12101,20190,23,34,46,68
1619114812,0,0,0,0,0,5920,10169,12213,20350,5887,10123,12147,20258,33,46,66,92
1619114813,0,0,0,0,0,5952,10215,12277,20442,5920,10169,12213,20350,32,46,64,92
1619114814,0,0,0,0,0,5984,10261,12341,20534,5952,10215,12277,20442,32,46,64,92
1619114815,0,0,0,0,0,6007,10295,12387,20602,5984,10261,12341,20534,23,34,46,68
1619114816,0,0,0,0,0,6040,10341,12453,20694,6007,10295,12387,20602,33,46,66,92
1619114817,0,0,0,0,0,6072,10387,12517,20786,6040,10341,12453,20694,32,46,64,92
1619114818,0,0,0,0,0,6104,10433,12581,20878,6072,10387,12517,20786,32,46,64,92
1619114819,0,0,0,0,0,6128,10468,12629,20948,6104,10433,12581,20878,24,35,48,70
1619114820,0,0,0,0,0,6160,10514,12693,21040,6128,10468,12629,20948,32,46,64,92
1619114821,0,0,0,0,0,6192,10560,12757,21132,6160,10514,12693,21040,32,46,64,92
1619114822,0,0,0,0,0,6224,10606,12821,21224,6192,10560,12757,21132,32,46,64,92
1619114823,0,0,0,0,0,6247,10640,12867,21292,6224,10606,12821,21224,23,34,46,68
1619114824,0,0,0,0,0,6279,10686,12931,21384,6247,10640,12867,21292,32,46,64,92
1619114825,0,0,0,0,0,6312,10732,12997,21476,6279,10686,12931,21384,33,46,66,92
1619114826,0,0,0,0,0,6344,10778,13061,21568,6312,10732,12997,21476,32,46,64,92
1619114827,0,0,0,0,0,6368,10812,13109,21636,6344,10778,13061,21568,24,34,48,68
1619114828,0,0,0,0,0,6389,10859,13160,21730,6368,10812,13109,21636,21,47,51,94
1619114829,0,0,0,0,0,6401,10907,13200,21826,6389,10859,13160,21730,12,48,40,96
1619114830,0,0,0,0,0,6416,10943,13230,21898,6401,10907,13200,21826,15,36,30,72
1619114831,0,0,0,0,0,6436,10991,13270,21994,6416,10943,13230,21898,20,48,40,96
1619114832,0,0,0,0,0,6447,11026,13295,22064,6436,10991,13270,21994,11,35,25,70
1619114833,0,0,0,0,0,6457,11072,13357,22156,6447,11026,13295,22064,10,46,62,92
1619114834,0,0,0,0,0,6490,11118,13423,22248,6457,11072,13357,22156,33,46,66,92
1619114835,0,0,0,0,0,6522,11164,13487,22340,6490,11118,13423,22248,32,46,64,92
1619114836,0,0,0,0,0,6546,11198,13535,22408,6522,11164,13487,22340,24,34,48,68
1619114837,0,0,0,0,0,6578,11244,13599,22500,6546,11198,13535,22408,32,46,64,92
1619114838,0,0,0,0,0,6610,11290,13663,22592,6578,11244,13599,22500,32,46,64,92
1619114839,0,0,0,0,0,6642,11336,13727,22684,6610,11290,13663,22592,32,46,64,92
1619114840,0,0,0,0,0,6666,11371,13775,22754,6642,11336,13727,22684,24,35,48,70
1619114841,0,0,0,0,0,6698,11417,13839,22846,6666,11371,13775,22754,32,46,64,92
1619114842,0,0,0,0,0,6730,11463,13903,22938,6698,11417,13839,22846,32,46,64,92
1619114843,0,0,0,0,0,6761,11508,13965,23028,6730,11463,13903,22938,31,45,62,90
1619114844,0,0,0,0,0,6786,11543,14015,23098,6761,11508,13965,23028,25,35,50,70
1619114845,0,0,0,0,0,6818,11589,14079,23190,6786,11543,14015,23098,32,46,64,92
1619114846,0,1,0,0,0,6850,11635,14143,23282,6818,11589,14079,23190,32,46,64,92
1619114847,0,0,0,0,0,6882,11681,14207,23374,6850,11635,14143,23282,32,46,64,92
1619114848,0,0,0,0,0,6898,11725,14258,23462,6882,11681,14207,23374,16,44,51,88
1619114849,0,0,0,0,0,6908,11761,14298,23534,6898,11725,14258,23462,10,36,40,72
1619114850,0,0,0,0,0,6933,11806,14350,23624,6908,11761,14298,23534,25,45,52,90
1619114851,0,0,0,0,0,6958,11851,14400,23714,6933,11806,14350,23624,25,45,50,90
1619114852,0,0,0,0,0,6974,11898,14451,23808,6958,11851,14400,23714,16,47,51,94
1619114853,0,0,0,0,0,6984,11932,14493,23876,6974,11898,14451,23808,10,34,42,68
1619114854,0,0,0,0,0,7016,11978,14557,23968,6984,11932,14493,23876,32,46,64,92
1619114855,0,0,0,0,0,7047,12024,14619,24060,7016,11978,14557,23968,31,46,62,92
1619114856,0,0,0,0,0,7080,12070,14685,24152,7047,12024,14619,24060,33,46,66,92
1619114857,0,0,0,0,0,7104,12104,14733,24220,7080,12070,14685,24152,24,34,48,68
1619114858,0,0,0,0,0,7136,12150,14797,24312,7104,12104,14733,24220,32,46,64,92
1619114859,0,0,0,0,0,7168,12196,14861,24404,7136,12150,14797,24312,32,46,64,92
1619114860,0,0,0,0,0,7200,12242,14925,24496,7168,12196,14861,24404,32,46,64,92
1619114861,0,0,0,0,0,7223,12276,14971,24564,7200,12242,14925,24496,23,34,46,68
1619114862,0,0,0,0,0,7255,12322,15035,24656,7223,12276,14971,24564,32,46,64,92
1619114863,0,0,0,0,0,7288,12368,15101,24748,7255,12322,15035,24656,33,46,66,92
1619114864,0,0,0,0,0,7320,12414,15165,24840,7288,12368,15101,24748,32,46,64,92
1619114865,0,0,0,0,0,7344,12449,15213,24910,7320,12414,15165,24840,24,35,48,70
1619114866,0,0,0,0,0,7376,12495,15277,25002,7344,12449,15213,24910,32,46,64,92
1619114867,0,0,0,0,0,7408,12541,15341,25094,7376,12495,15277,25002,32,46,64,92
1619114868,0,0,0,0,0,7440,12587,15405,25186,7408,12541,15341,25094,32,46,64,92
1619114869,0,0,0,0,0,7464,12621,15453,25254,7440,12587,15405,25186,24,34,48,68
1619114870,0,0,0,0,0,7496,12667,15517,25346,7464,12621,15453,25254,32,46,64,92
